year,date,time,location,type,n_imt,n_uhp,rt_imt,rct_imt,ict_imt,lanes_bottle,lanes_closed,vol_affect,ett,cost,period,t7t5,t7t0,t5t0
2018,8/6/18,16:47:18,7121 S I15 SB                                               ,PD Crash,2,2,16.53333333,9.700000004,77.33333334,7,1,10225,112.41,2728.32,PM Peak,1:03,1:17,0:14
2018,8/7/18,17:06:11,4500 S I15 SB                                               ,PI Crash,1,1,13.16666666,7.81666666,48.53333333,7,1,2836,209.62,5087.72,PM Peak,0:11,0:20,0:09
2018,8/8/18,16:14:04,273001 I15 SB,PD Crash,1,3,21.93333334,10.93333334,35.58333334,6,1,16346,726.11,17623.53,PM Peak,1:55,2:06,0:11
2018,8/8/18,12:36:51,8000 S I15 SB                                               ,PD Crash,1,3,40.13333333,59.15,100.4166667,7,1,10444,703.73,19131.1,Afternoon Off Peak,0:24,1:30,1:06
2018,8/8/18,8:03:57,271005 I15 NB,PD Crash,2,7,1.416666663,27.04999999,56.84999999,6,2,5483,114.35,2527.46,AM Peak,0:19,0:47,0:28
2018,8/9/18,7:28:57,281930 I15 NB,PI Crash,2,3,14.08333334,50.05000001,60.31666667,5,1,8702,838.21,18526.84,AM Peak,0:26,1:17,0:51
2018,8/10/18,7:44:55,13000 S I15 NB                                              ,PI Crash,1,2,10.41666667,66.08333334,67.76666667,6,1,9949,601.04,13284.7,AM Peak,0:24,1:31,1:07
2018,8/14/18,17:33:48,278101 I15 NB,PD Crash,2,1,12.68333333,17.2,43.51666667,6,2,6159,412.69,10692.99,PM Peak,0:29,0:47,0:18
2018,8/16/18,7:58:34,14200 S I15 NB,PD Crash,1,2,4.866666662,11.43333333,22.55,5,1,3348,94.47,2088.06,AM Peak,0:15,0:30,0:15
2018,8/20/18,9:21:59,6800 S I15 SB,PI Crash,2,7,8.766666662,47.01666667,48.03333333,6,2,5632,472.03,12832.27,Afternoon Off Peak,0:11,1:00,0:49
2018,8/22/18,9:32:06,6200 S I15 SB,PD Crash,1,2,10.71666667,71.9,74.68333334,7,1,2194,23.7,644.29,Afternoon Off Peak,,0:15,1:14
2018,8/22/18,8:06:15,100 E I80 WB,PD Crash,1,2,16.63333333,27.75,92.13333334,4,3,5842,508.79,12181.72,AM Peak,0:31,1:00,0:29
2018,8/22/18,7:55:19,275000 I15 NB,PD Crash,1,4,10.43333333,14.68333334,41.43333334,6,2,4610,237.2,5242.8,AM Peak,0:25,0:40,0:15
2018,8/22/18,9:53:13,8900 S I15 NB                                               ,PD Crash,1,1,9.716666664,65.78333333,66.91666667,6,1,10350,669.87,17995.99,Afternoon Off Peak,0:21,1:30,1:09
2018,8/23/18,13:48:46,8800 S I15 NB,PD Crash,1,2,37.23333334,26.23333334,89.85000001,6,3,21447,1302.5,34991.54,Afternoon Off Peak,2:30,3:00,0:30
2018,8/23/18,13:36:43,261034 I15 SB,PD Crash,2,2,5.400000005,17.28333334,34.16666667,6,1,2385,1.15,31.26,Afternoon Off Peak,0:11,0:30,0:19
2018,8/23/18,6:42:45,8500 S I15 NB,PI Crash,1,2,0.216666665,50.25,57.55,6,2,9212,2586.01,57158.21,AM Peak,0:12,1:05,0:53
2018,8/24/18,17:49:06,1300 E I80 EB                                               ,PD Crash,1,1,15.3,13.9,55.28333334,4,1,2888,84.48,2172.44,PM Peak,0:07,0:25,0:18
2018,8/27/18,17:28:14,2730 S I15 NB,PD Crash,1,2,24.93333333,31.76666666,34.15,6,1,5858,165.34,4284.04,PM Peak,0:15,0:50,0:35
2018,8/27/18,9:35:04,1133 N I15 SB,PI Crash,1,2,15.85,28.4,28.4,4,1,2803,18.08,491.51,Afternoon Off Peak,,0:20,0:36
2018,8/27/18,7:43:29,269012 I15 NB,PD Crash,1,5,20.53333333,29.51666667,40.11666667,5,2,6159,445.83,9854.12,AM Peak,0:32,1:05,0:33
2022,3/1/22,8:09:48,4300 S I15 SB                                               ,PD Crash,2,3,4.366666667,15.2,,7,1,3169,19.42,434.46,AM Peak,0:05,0:20,2.995732274
2022,3/1/22,9:23:41,600 N I15 SB,PI Crash,1,1,6.25,73.31666667,,4,2,4914,205.1,5278.47,Afternoon Off Peak,0:03,1:20,4.382026635
2022,3/2/22,16:21:30,14600 S I15 SB,PI Crash,1,4,32.93333333,71.5,,6,1,19742,2363.58,57279.08,PM Peak,1:07,2:20,4.941642423
2022,3/3/22,7:52:07,5900 S I15 NB,PI Crash,2,3,10.8,22.88333333,,6,1,12557,340.65,9688.3,AM Peak,0:45,1:15,4.317488114
2022,3/3/22,7:58:46,I15 SB; MM 276 I15 SB,PD Crash,2,2,8.616666667,9.233333333,,6,1,4639,18.3,374.55,AM Peak,0:17,0:30,3.401197382
2022,3/4/22,9:15:13,5400 S I15 NB,PI Crash,1,5,15.38333333,60.78333333,,5,3,5546,468.44,,Afternoon Off Peak,0:09,1:10,4.248495242
2022,3/4/22,17:34:30,14600 S I15 NB ,PD Crash,4,2,14.01666667,96.5,,7,2,12315,997.71,24663,PM Peak,0:29,2:10,4.86753445
2022,3/4/22,18:58:03,11109 S I15 SB; MM 293 I15 SB,PI Crash,1,3,18.5,51.95,,6,1,7938,249.11,5647.68,Night Off Peak,0:25,1:20,4.382026635
2022,3/5/22,14:51:11,8800 S I15 SB,PI Crash,1,2,8.783333333,65.45,,7,1,13885,853.66,19705.19,Afternoon Off Peak,0:29,1:50,4.700480366
2022,3/5/22,17:45:29,279002 I15 NB; MM 279 I15 NB,PI Crash,1,2,13.4,68.51666667,,6,1,8488,95.77,2171.31,PM Peak,0:16,1:30,4.49980967
2022,3/6/22,8:53:03,269012 I15 NB; MM 269 I15 NB,PD Crash,2,2,26.35,88.95,,7,3,2362,208.92,4287.93,AM Peak,0:13,1:45,4.65396035
2022,3/6/22,10:55:50,274983 I15 NB; MM 275 I15 NB     ,PI Crash,1,6,5.516666667,11.23333333,,6,2,1981,21.89,474.87,Afternoon Off Peak,,0:40,3.688879454
2022,3/7/22,20:18:15,274985 I15 SB; MM 275 I15 SB                                ,PI Crash,1,3,9.883333333,66.75,,6,3,2007,39.51,872.78,Night Off Peak,,0:30,3.401197382
2022,3/7/22,19:28:50,4800 S I15 SB                                               ,PD Crash,2,2,14.6,12.16666667,,7,2,1844,5.12,118.68,Night Off Peak,0:04,0:20,2.995732274
2022,3/7/22,17:10:38,256991 I15 SB; MM 257 I15 SB                                ,PI Crash,1,3,18.85,50.15,,3,2,5473,363.83,7702.16,PM Peak,0:06,1:00,4.094344562
2022,3/7/22,16:31:08,5000 S I15 SB                                               ,PD Crash,2,3,11.46666667,15.86666667,,6,2,4057,148.77,3412.46,PM Peak,0:13,0:30,3.401197382
2022,3/7/22,7:11:26,1895 E I80 EB; MM 126 I80 EB,PD Crash,2,4,13.96666667,38.56666667,,3,3,7159,434.95,8159.81,AM Peak,0:55,1:35,4.553876892
2022,3/8/22,18:01:12,5300 S I15 SB                                               ,PD Crash,3,3,7.433333333,18.8,,6,1,2494,60.8,1374,PM Peak,0:05,0:25,3.218875825
2022,3/9/22,15:33:35,13800 S I15 SB                                              ,PI Crash,1,8,5.166666667,65.41666667,,6,2,7672,369.31,8328.05,Afternoon Off Peak,,1:00,4.094344562
2022,3/9/22,9:24:37,273997 I15 NB; MM 274 I15 NB                                ,PD Crash,2,2,5.7,39.38333333,,6,1,3821,45.01,951.72,Afternoon Off Peak,0:01,0:45,3.80666249
2022,3/9/22,7:43:41,269011 I15 SB; MM 269 I15 SB                                ,PI Crash,2,3,22.1,98.31666667,,6,2,8251,121.12,2657.95,AM Peak,0:03,1:45,4.65396035
2022,3/9/22,6:59:12,269012 I15 NB; MM 268 I15 NB                                ,PI Crash,2,3,9.016666667,80.8,,5,1,11909,1194.62,25145.89,AM Peak,0:35,2:00,4.787491743
2022,3/10/22,20:52:11,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,1,3,5.266666667,47.81666667,,6,3,1370,12.47,277.36,Night Off Peak,,0:25,3.218875825
2022,3/10/22,18:14:12,3380 S I215E SB; MM 2 I215E SB                              ,PD Crash,3,6,16.78333333,98.06666667,,3,2,2773,458.43,,PM Peak,0:11,1:50,4.700480366
2022,3/11/22,16:25:50,7300 S I15 SB                                               ,PD Crash,1,2,,21.16666667,,5,2,11029,138.06,2946.09,PM Peak,1:23,1:40,4.605170186
2022,3/11/22,13:17:38,279008 I15 SB; MM 279 I15 SB                                ,PD Crash,3,3,6.766666667,21.36666667,,6,1,2763,45.41,967.91,Afternoon Off Peak,0:01,0:25,3.218875825
2022,3/11/22,6:57:18,1092 S I215W NB; MM 21 I215W NB                             ,PI Crash,1,4,1.766666667,70.58333333,,4,1,7479,278.11,5330.37,AM Peak,0:03,1:25,4.442651256
2022,3/12/22,4:50:51,600 S I15 NB,Fatal,2,14,67.91666667,259.15,,5,4,6957,358.11,7845.63,Morning Off Peak,,4:15,5.541263545
2022,3/14/22,8:53:40,2900 S I215W NB                                             ,PI Crash,1,2,17.06666667,47.33333333,,4,2,2222,52,998.76,AM Peak,,0:30,3.401197382
2022,3/16/22,17:44:50,273003 I15 NB; MM 273 I15 NB                                ,PD Crash,1,4,18.43333333,63.16666667,,6,1,7485,238.02,5322.57,PM Peak,,1:00,4.094344562
2022,3/16/22,17:05:50,7200 S I15 SB,PI Crash,1,2,14.85,33.16666667,,6,1,9515,422.66,9561.83,PM Peak,0:51,1:20,4.382026635
2022,3/16/22,8:08:06,587 E I80 WB; MM 124 I80 WB,PI Crash,2,4,,38.13333333,,5,2,5806,61.78,1039.85,AM Peak,0:06,1:05,4.17438727
2022,3/17/22,6:31:44,1000 E I215S WB                                             ,PD Crash,2,3,13.86666667,76.26666667,,3,2,2967,16.46,328.18,AM Peak,0:02,1:10,4.248495242
2022,3/18/22,10:42:52,9467 S I15 SB; MM 295 I15 SB                                ,PI Crash,2,4,8.35,61.13333333,,6,2,6672,386.77,,Afternoon Off Peak,0:01,1:05,4.17438727
2022,3/19/22,15:37:18,3356 S I215E NB; MM 2 I215E NB                              ,PI Crash,1,2,17.2,14.7,,3,1,1098,9.7,,Afternoon Off Peak,0:08,0:25,3.218875825
2022,3/20/22,13:13:19,1848 E I215S EB; MM 8 I215S EB                              ,PI Crash,1,3,,9.6,,3,1,1241,6.39,,Afternoon Off Peak,0:09,0:20,2.995732274
2022,3/21/22,7:00:59,3100 S I15 NB                                               ,PD Crash,2,2,3.883333333,16.01666667,,6,5,15209,582.41,10316.29,AM Peak,1:23,1:40,4.605170186
2022,3/22/22,10:30:25,4700 S I215W SB                                             ,PD Crash,1,4,10.5,21.58333333,,4,2,723,2.93,,Afternoon Off Peak,,0:10,2.302585093
2022,3/23/22,17:40:52,3542 S I15 NB; MM 303 I15 NB                                ,PD Crash,3,2,25.48333333,86.13333333,,6,2,9647,398.55,8348.31,PM Peak,,1:25,4.442651256
2022,3/23/22,9:31:35,255999 I15 SB; MM 256 I15 SB                                ,PI Crash,2,4,9.533333333,45.41666667,,3,3,1569,76.6,,Afternoon Off Peak,0:13,0:50,3.912023005
2022,3/23/22,8:43:36,700 E I215S EB                                              ,PI Crash,1,1,12.08333333,26.4,,3,1,2340,34.41,663.01,AM Peak,0:10,0:25,3.218875825
2022,3/24/22,17:46:01,275943 I15 NB; MM 276 I15 NB                                ,PI Crash,2,4,11.6,36.98333333,,6,4,6273,837.2,18284.49,PM Peak,0:22,1:00,4.094344562
2022,3/25/22,14:12:18,12300 S I15 SB                                              ,PI Crash,1,9,20.73333333,146.7,,6,6,21716,4053.53,,Afternoon Off Peak,0:21,2:50,5.135798437
2022,3/26/22,12:50:40,273003 I15 NB; MM 273 I15 NB                                ,PI Crash,1,6,8.4,40.33333333,,6,4,5282,66.63,,Afternoon Off Peak,0:04,0:45,3.80666249
2022,3/26/22,10:42:22,11114 S I15 NB; MM 293 I15 NB                               ,PD Crash,2,1,10.76666667,0.633333333,,6,1,2039,6.83,,Afternoon Off Peak,0:07,0:10,2.302585093
2022,3/27/22,14:40:11,7800 S I15 SB,PI Crash,1,4,11.35,11.81666667,,7,3,3171,52.82,,Afternoon Off Peak,0:13,0:25,3.218875825
2022,3/28/22,14:52:32,1500 E I80 EB,PI Crash,2,2,73.6,82.6,,3,1,6198,198.62,,Afternoon Off Peak,0:02,1:30,4.49980967
2022,3/30/22,16:15:23,756 W I215S EB; MM 12 I215S EB                              ,PD Crash,1,2,20.96666667,22.61666667,,4,1,5316,148.72,3256.21,PM Peak,0:22,0:45,3.80666249
2022,3/30/22,10:27:40,1400 E I80 EB                                               ,PD Crash,1,3,11.75,6.333333333,,3,1,1049,31.49,,Afternoon Off Peak,0:06,0:15,2.708050201
2022,3/31/22,8:10:56,1100 S I15 SB                                               ,PD Crash,2,10,15,108.0666667,,5,3,7382,805.33,14750.7,AM Peak,0:01,1:50,4.700480366
2022,4/1/22,13:52:20,2900 S I15 NB,PD Crash,2,3,,74.78333333,,6,2,11673,858.71,,Afternoon Off Peak,0:34,2:00,4.787491743
2022,4/1/22,16:59:48,200 S I15 NB,PI Crash,1,5,5.5,63.2,,5,1,3184,50.77,1108.82,PM Peak,,0:40,3.688879454
2022,4/1/22,17:26:45,249974 I15 NB; MM 250 I15 NB,PI Crash,1,4,5.85,27.25,,3,1,2662,225.09,4572.02,PM Peak,0:46,1:15,4.317488114
2022,4/3/22,11:54:15,2515 E I80 EB; MM 127 I80 EB         ,PI Crash,1,1,11.75,27.75,,3,1,1303,22.72,,Afternoon Off Peak,0:03,0:30,3.401197382
2022,4/4/22,7:46:53,10600 S I15 NB,PI Crash,1,4,6.05,14.11666667,,6,2,9429,864.7,15248.15,AM Peak,1:09,1:25,4.442651256
2022,4/6/22,19:01:30,284059 I15 NB; MM 284 I15 NB,PI Crash,2,4,15.38333333,15.5,,6,1,2770,22.5,,Night Off Peak,0:08,0:30,3.401197382
2022,4/7/22,16:30:46,13800 S I15 NB,PD Crash,2,4,16.55,55.5,,5,1,14086,1182.44,25463.17,PM Peak,1:06,2:05,4.828313737
2022,4/8/22,18:01:14,3900 S I15 NB,PD Crash,2,4,12.33333333,13.76666667,,6,3,8764,196.27,4240.4,PM Peak,0:40,1:00,4.094344562
2022,4/9/22,9:24:48,11878 S I15 NB; MM 292 I15 NB,PD Crash,1,2,20.85,22.2,,6,1,2150,7.56,,Afternoon Off Peak,,0:15,2.708050201
2022,4/12/22,6:00:35,1900 W I215S WB,PI Crash,2,1,15.13333333,27.76666667,,5,4,1488,36.2,839.91,Morning Off Peak,,0:35,3.555348061
2022,4/12/22,12:27:21,9000 S I15 SB,PD Crash,1,3,30.36666667,66.4,,7,1,7684,226.62,,Afternoon Off Peak,0:06,1:15,4.317488114
2022,4/12/22,16:24:36,1230 E I80 EB; MM 125 I80 EB                                ,PI Crash,2,3,8.6,64.4,,3,2,6057,382.39,7896.69,PM Peak,0:11,1:15,4.317488114
2022,4/13/22,16:50:27,4500 S I15 NB                                               ,PD Crash,1,4,0.35,22.55,,5,1,3842,13.7,300.5,PM Peak,0:02,0:25,3.218875825
2022,4/13/22,9:00:24,274983 I15 NB; MM 275 I15 NB                                ,PD Crash,1,3,9.15,50.8,,6,3,5445,268.29,4619.65,AM Peak,0:10,1:05,4.17438727
2022,4/13/22,6:39:40,6528 E I80 EB; MM 132 I80 EB                                ,PD Crash,1,5,0.183333333,6.333333333,,3,1,819,4.77,86.97,AM Peak,0:19,0:25,3.218875825
2022,4/14/22,7:54:37,284059 I15 NB; MM 284 I15 NB                                ,PD Crash,3,6,9.233333333,86.01666667,,6,4,10023,1278.49,23202.08,AM Peak,,1:40,4.605170186
2022,4/15/22,14:39:31,248019 I15 NB; MM 248 I15 NB                                ,PI Crash,2,1,10.06666667,36.48333333,,2,1,1063,37.25,,Afternoon Off Peak,0:04,0:35,3.555348061
2022,4/15/22,7:20:54,300 S I15 SB                                                ,PI Crash,2,5,10.18333333,63.1,,5,1,5328,394,7333.62,AM Peak,0:11,1:20,4.382026635
2022,4/16/22,17:28:22,2336 N I15 NB; MM 312 I15 NB,PD Crash,1,3,12.63333333,2.633333333,,4,2,2148,24.29,510.51,PM Peak,0:19,0:25,3.218875825
2022,4/17/22,21:06:45,1400 E I215S WB                                             ,PI Crash,1,8,10.75,6.25,,3,1,1462,3.21,76.18,Night Off Peak,1:12,1:20,4.382026635
2022,4/18/22,14:57:42,277006 I15 SB; MM 277 I15 SB                                ,PI Crash,1,7,14.43333333,30.3,,6,2,5982,343.52,,Afternoon Off Peak,0:22,0:55,4.007333185
2022,4/20/22,12:45:21,281008 I15 NB; MM 281 I15 NB                                ,PI Crash,1,2,10.3,33.65,,6,1,2864,3.51,,Afternoon Off Peak,0:06,0:30,3.401197382
2022,4/20/22,7:59:26,273997 I15 NB; MM 274 I15 NB                                ,PI Crash,1,3,10.16666667,27.48333333,,6,1,7748,384.25,6844.25,AM Peak,0:11,1:10,4.248495242
2022,4/21/22,18:04:36,14931 S I15 NB; MM 288 I15 NB                               ,PD Crash,1,2,4.883333333,23.4,,7,3,4803,404.75,8744.61,PM Peak,0:12,0:40,3.688879454
2022,4/22/22,18:47:10,700 E I80 WB,PI Crash,3,4,11.38333333,17.83333333,,4,4,1434,21.4,485.66,Night Off Peak,0:10,0:30,3.401197382
2022,4/22/22,16:22:51,277006 I15 SB; MM 277 I15 SB,PD Crash,1,2,5.6,32.03333333,,6,3,4120,340.64,6269.07,PM Peak,,0:40,3.688879454
2022,4/23/22,17:12:58,175 W I215S WB; MM 11 I215S WB                              ,PD Crash,1,4,,17.03333333,,3,2,1218,33.39,731.83,PM Peak,0:10,0:20,2.995732274
2022,4/26/22,17:43:46,14182 S I15 NB; MM 289 I15 NB                               ,PD Crash,1,2,24.05,40.23333333,,6,2,5942,78.42,1677.67,PM Peak,0:06,0:50,3.912023005
2022,4/26/22,17:10:28,300 W I215S WB                                              ,PI Crash,2,3,14.86666667,8.533333333,,3,3,7852,437.13,9501.71,PM Peak,1:41,1:50,4.700480366
2022,4/26/22,17:01:02,261972 I15 NB; MM 262 I15 NB                                ,PD Crash,1,3,28.16666667,54.58333333,,5,2,5093,68.65,1407.33,PM Peak,,0:55,4.007333185
2022,4/26/22,16:09:06,1300 S I15 SB                                               ,PD Crash,1,2,6.183333333,5.9,,5,1,5089,77.82,1526.87,PM Peak,0:45,0:55,4.007333185
2022,4/28/22,17:40:55,14931 S I15 NB; MM 288 I15 NB                               ,PI Crash,1,3,11,35.08333333,,7,2,8617,751.54,16343,PM Peak,0:44,1:20,4.382026635
2022,4/28/22,13:13:23,13452 S I15 SB; MM 290 I15 SB                               ,PI Crash,1,4,9.15,80.86666667,,7,6,11312,956.43,,Afternoon Off Peak,0:01,1:25,4.442651256
2022,4/28/22,7:41:36,5605 S I15 NB; MM 300 I15 NB,PD Crash,2,3,7.15,56.4,,5,3,13058,1108.1,20241.27,AM Peak,0:27,1:25,4.442651256
2022,4/29/22,20:39:55,12300 S I15 SB                                              ,PI Crash,4,4,13.31666667,11.08333333,,6,5,1952,12.97,,Night Off Peak,0:09,0:20,2.995732274
2022,4/29/22,15:24:37,14538 S I15 NB; MM 288.5 I15 NB           ,PD Crash,4,2,1.8,79.38333333,,7,3,23238,4510.88,,Afternoon Off Peak,2:11,3:30,5.347107531
2022,5/2/22,13:34:40,15200 S I15 SB ,PD Crash,4,4,3.016666667,92.5,,6,4,13728,1176.27,,Afternoon Off Peak,0:22,2:00,4.787491743
2022,5/3/22,7:55:56,8500 S I15 NB,PD Crash,1,3,10.46666667,22.06666667,,5,2,5336,226.7,4167.94,AM Peak,0:07,0:30,3.401197382
2022,5/3/22,16:07:42,600 N I15 NB,PD Crash,1,2,18.58333333,72.3,,5,2,14884,1157.24,25410.2,PM Peak,0:45,2:00,4.787491743
2022,5/4/22,8:49:05,7200 S I15 NB,PD Crash,1,2,19.5,37.91666667,,5,2,5571,447.12,8043.64,AM Peak,,0:40,3.688879454
2022,5/6/22,17:34:22,15650 S I15 NB; MM 287 I15 NB,PD Crash,1,3,12.71666667,122,,6,2,13762,2682.85,58908.93,PM Peak,0:17,2:25,4.976733742
2022,5/6/22,17:39:28,281007 I15 SB; MM 281 I15 SB           ,PI Crash,1,4,14.28333333,24.53333333,,6,3,7464,592.48,12165.48,PM Peak,0:46,1:15,4.317488114
2022,5/7/22,13:35:30,9000 S I15 NB,PD Crash,1,5,9.55,15.5,,7,2,18298,474.01,,Afternoon Off Peak,1:49,2:05,4.828313737
2022,5/7/22,17:32:21,1116 S I15 NB; MM 306 I15 NB            ,PI Crash,1,3,14.58333333,75.65,,5,2,10377,688.33,15405.35,PM Peak,0:12,1:30,4.49980967
2022,5/9/22,11:43:13,6000 S I215E NB      ,PI Crash,1,2,18.15,22.36666667,,3,1,2236,78.11,,Afternoon Off Peak,0:47,1:15,4.317488114
2022,5/11/22,11:41:42,6500 S I15 SB,PD Crash,1,4,8.083333333,27.3,,7,1,3476,47.31,,Afternoon Off Peak,0:01,0:30,3.401197382
2022,5/11/22,15:45:30,8976 E I80 WB; MM 136 I80 WB                                ,PD Crash,2,3,14.28333333,11.5,,3,2,1273,56.94,,Afternoon Off Peak,0:13,0:25,3.218875825
2022,5/12/22,17:20:40,587 E I80 WB; MM 124 I80 WB,PI Crash,2,6,11.15,61.33333333,,5,3,5618,217.69,4273.91,PM Peak,0:18,1:20,4.382026635
2022,5/12/22,8:41:28,1746 N I15 NB; MM 311 I15 NB                                ,PI Crash,1,2,,8.05,,4,2,3144,148.97,2453.19,AM Peak,0:03,0:55,4.007333185
2022,5/13/22,17:46:52,279008 I15 SB; MM 279 I15 SB                                ,PI Crash,1,5,17.71666667,48.25,,6,3,9534,700.65,14219.09,PM Peak,,1:20,4.382026635
2022,5/15/22,15:57:09,2700 S I15 NB                                               ,PD Crash,1,1,14.08333333,36.85,,6,2,7600,467.38,9515.37,PM Peak,0:56,1:35,4.553876892
2022,5/15/22,14:47:42,14600 S I15 NB                                              ,PI Crash,3,5,23.91666667,189.9666667,,6,3,14542,4471.19,,Afternoon Off Peak,0:01,3:20,5.298317367
2022,5/17/22,16:34:07,7000 S I15 NB,PD Crash,1,2,7.083333333,11.88333333,,5,2,3687,136.7,2828.06,PM Peak,0:19,0:35,3.555348061
2022,5/17/22,15:01:06,9500 S I15 NB                                               ,PI Crash,1,3,7.1,63.9,,7,1,8686,517.46,,Afternoon Off Peak,5:05,6:10,9.106090351
2022,5/17/22,8:37:51,270007 I15 SB; MM 270 I15 SB,PD Crash,1,4,20.8,84.15,,6,1,6915,39.16,696.05,AM Peak,,1:25,4.442651256
2022,5/17/22,8:03:27,8300 S I15 NB,PI Crash,2,2,2.066666667,85.55,,6,2,13221,1294.69,23393.7,AM Peak,0:11,1:40,4.605170186
2022,5/18/22,16:16:18,700 S I215W SB                                              ,PI Crash,1,2,9,21.55,,3,2,3863,351.62,7293.07,PM Peak,0:11,0:50,3.912023005
2022,5/19/22,16:15:22,6800 S I15 NB                                               ,PI Crash,2,4,14.98333333,96.63333333,,5,2,16403,1474.64,32552.88,PM Peak,0:13,1:50,4.700480366
2022,5/20/22,15:54:03,756 W I215S EB; MM 12 I215S EB                              ,PD Crash,1,2,23.36666667,26.95,,4,2,4964,357.85,7657.02,PM Peak,0:29,0:55,4.007333185
2022,5/20/22,15:18:06,7762 E I80 EB; MM 134 I80 EB                                ,PI Crash,1,2,17,118.9,,3,2,5311,860.28,,Afternoon Off Peak,0:13,2:15,4.905274778
2022,5/20/22,13:37:00,2500 S I15 SB                                               ,PI Crash,1,3,17.2,62.43333333,,4,2,8082,375.24,,Afternoon Off Peak,0:00,1:10,4.248495242
2022,5/20/22,11:56:52,3300 S I15 NB                                               ,PI Crash,3,11,4.766666667,108.9,,6,3,11490,756.11,,Afternoon Off Peak,,1:50,4.700480366
2022,5/21/22,13:13:08,267998 I15 NB; MM 268 I15 NB                                ,PI Crash,1,2,8.766666667,39.86666667,,5,1,5742,214.44,,Afternoon Off Peak,0:42,1:25,4.442651256
2022,5/24/22,17:40:28,4500 S I215W SB,PD Crash,1,1,8.25,11.53333333,,5,1,1859,3.8,82.86,PM Peak,0:03,0:15,2.708050201
2022,5/24/22,13:38:42,2336 N I15 NB; MM 312 I15 NB                                ,PI Crash,3,4,15.38333333,19.3,,4,3,5501,155.82,,Afternoon Off Peak,0:47,1:10,4.248495242
2022,5/24/22,8:01:33,15100 S I15 NB                                              ,PI Crash,2,1,0.016666667,85.45,,6,2,9745,1509.74,22205.57,AM Peak,0:28,2:00,4.787491743
2022,5/25/22,17:43:47,3300 S I15 NB                                               ,PI Crash,2,3,5.95,46.21666667,,6,1,7646,362.98,7611.77,PM Peak,0:10,1:00,4.094344562
2022,5/25/22,16:26:39,175 W I215S WB; MM 11 I215S WB                              ,PI Crash,2,4,15.86666667,65.35,,3,3,5666,947.55,20189.27,PM Peak,0:23,1:35,4.553876892
2022,5/25/22,16:18:55,263929 I15 SB; MM 264 I15 SB                                ,PI Crash,3,2,8.066666667,32.08333333,,5,1,4104,317.29,6108.21,PM Peak,,0:35,3.555348061
2022,5/26/22,16:13:08,7900 S I15 SB                                               ,PI Crash,3,3,,70.13333333,,7,1,22390,2020.95,37237.04,PM Peak,1:31,2:50,5.135798437
2022,5/26/22,14:12:40,700 N I15 NB                                                ,PI Crash,2,4,6.466666667,72.33333333,,4,3,17448,1096.38,,Afternoon Off Peak,1:55,3:05,5.220355825
2022,5/26/22,7:21:49,700 S I15 SB,PI Crash,1,3,9.45,27.18333333,,5,2,7638,267.06,5086.33,AM Peak,0:31,1:00,4.094344562
2022,5/27/22,14:33:01,15572 S I15 SB; MM 287 I15 SB                               ,PI Crash,2,3,12.4,36.98333333,,7,3,22346,5665.1,,Afternoon Off Peak,2:20,3:00,5.192956851
2022,5/28/22,18:52:17,9400 S I15 NB                                               ,PD Crash,1,1,7.883333333,8.716666667,,7,2,2028,0.37,,Night Off Peak,0:04,0:15,2.708050201
2022,5/28/22,17:08:31,600 N I15 NB                                                ,PD Crash,1,2,8.366666667,10.48333333,,5,2,3606,71.87,1513.89,PM Peak,0:56,1:05,4.17438727
2022,5/29/22,12:24:22,9559 E I80 EB; MM 137 I80 EB                                ,PI Crash,1,5,16.45,59.06666667,,4,3,1792,193.95,,Afternoon Off Peak,,1:05,4.17438727
2022,6/1/22,16:25:01,5000 S I15 SB        ,PD Crash,2,3,6.55,22.98333333,,5,2,3969,289.51,5774.71,PM Peak,0:02,0:25,3.218875825
2022,6/2/22,8:04:01,3500 S I215W NB,PI Crash,2,4,9.75,74.98333333,,5,3,4408,230.75,4193.08,AM Peak,,1:00,4.094344562
2022,6/2/22,9:53:12,16395 S I15 NB; MM 286 I15 NB     ,PI Crash,1,3,6.683333333,79.8,,6,3,7853,648.83,,Afternoon Off Peak,0:07,1:30,4.49980967
2022,6/2/22,15:23:21,285054 I15 SB; MM 285 I15 SB      ,PI Crash,2,2,22.7,36.65,,6,2,8894,1132.58,,Afternoon Off Peak,0:15,0:55,4.007333185
2022,6/2/22,15:54:31,284059 I15 NB; MM 284 I15 NB        ,PD Crash,1,2,13,13.48333333,,6,2,5639,187.39,4105.82,PM Peak,0:27,0:45,3.80666249
2022,6/2/22,16:52:41,15400 S I15 NB,PD Crash,1,3,,9.316666667,,6,1,4796,94.73,2064.45,PM Peak,0:23,0:35,3.555348061
2022,6/3/22,7:52:47,273995 I15 SB; MM 274 I15 SB,PI Crash,1,3,10.45,21.21666667,,6,1,2055,5.47,103.95,AM Peak,,0:15,2.708050201
2022,6/4/22,14:26:43,3000 S I15 SB,PI Crash,1,2,28.46666667,43.28333333,,6,4,4085,397.44,,Afternoon Off Peak,0:05,0:50,3.912023005
2022,6/5/22,15:18:07,7200 S I15 SB,Fatal,2,8,6.533333333,164.8833333,,5,3,8836,1935.73,,Afternoon Off Peak,0:07,2:55,5.164785974
